autor,link,chiste,manitas
Martita-,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2786,"
										A Nacho Vidal, Maradona y Bob Marley les propusieron una prueba que consistia en que los encerrarian en una habitacion durante un tiempo con sus mayores tentaciones. 

Si aguantan se les concederia su mayor deseo. Los 3 aceptan, y a maradona lo encierran con jinebra, wiski y todo tipo de alchol ademas de algunas rayas. 

A nacho vidal con 1000 putas buenisimas.

Y a bob marley con un porro como un coche y 2000 cachimbas aliñadas. 

Al cabo de un tiempo abren y se encuentran a maradona con gafas de sol todo ciego y vomitandoa. 

Abren la celda de nacho vidal y se encuentran a todas las putas con hijos y todas las paredes corridas. 

Y entran en la de bob marley y lo ven traumatizado en una esquina llorando pero sin aver tocado ni el porro ni las cachimbas y le dicen: Fuiste el unico en superar la prueba, te daremos tu deseo . ¿que quieres? y dice llorando
									",0
rubenggg,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2787,"
										Van dos gitanos en una moto y se caen.

Y ati no te ha echo gracia..
									",0
InFeRNoS,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2788,"
										
  Yo quiero una cachimba 
!!! xD ya el mechero lo llevo yo									",0
karnicer,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2789,"
										
   Tantos..? xD									",0
h3-l105,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4751,"
										
  Que tampoco pasa na' , le damos a mostrar y lo leemos

Va chiste:

¿Como se mata a un elefante morado?
									",0
AltzaHerria,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4752,"
										Una gallina le dice a un pavo:

-Feliz dia de accion de gracias!!

El pavo le contesta :

-Tu puta madre!									",0
Cuchulainn,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4753,"
										
  mejor chiste del thread

plataforma indignados 15 m									",0
2tor,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4754,"
										-Oye Pepe, ¿a quién votarás en las próximas elecciones?

-Pues lo tengo claro, a los maricones.

-¿A los maricones?

-Sí sí, votes al que votes nos darán por culo. Al menos que sean profesionales.									",0
R3DW,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4755,"
										Visto en las manifestaciones del 15M

""Yo voto a Ali Baba""
									",0
ThEnD,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4756,"
										En qué se parecen los hijos de Paquirri a la liga española?...

En que el tercero está a años luz de los dos primeros.									",0
Vasho,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4757,"
										En qué se parece Sálvame a una pocilga?
									",0
MrPeabody,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2790,"
										-joe macho, me ha dicho el medico que sufro de troncherismo

-y eso que es?",0
Grilla,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4758,"
										un chiste que me ha llegado al mail de parte de un amigo

Un inglés a uno de Málaga:

-Please, to Antequera?

-Ante arbañí, ahora toy en paro y cojo caracole ...									",0
Jacob_Conde,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4759,"
										
  Te doy manita solo porque soy de Antequera.									",0
ludo90,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4760,"
										Hablando de chistes por correo:
									",0
0nLy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4761,"
										¿Te sabes el chiste de Pocoyo?
									",0
0nLy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4762,"
										Va otro:

Caminando por la calle, vi a un negro cargando un televisor.

Pensé: ""se parece al mío""

pero el mío está en casa, limpiando mis zapatos.									",0
Sinonimo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4763,"
										
									",0
TheV1ruSS,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4764,"
										una mujer que tenia 8 hijos con 8 hombres diferentes que ya estaban muertos, muere también. Al entierro, el sacerdote dice: por fin juntos. Uno le pregunta, pero de quien hablas de la mujer con su primer marido?¿ No, hablo de sus pies.

un periodista pregunta a un político: su secretaria afirma que ud. tiene un pene pequeño-

Respuesta----la verdad es que mi secretaria tiene boca grande.....

porque los dueños de BMW ligan mas?¿ ---porque ellas ven 
e 
y 
ife !!!
 , Lol, claro, xddd!									",0
Keinart,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4765,"
										
  

""Be"", no ""By"", supongo que querías decir xD

- El mensaje decía: ""Instale Internet Explorer 6 o superior"", así que instalé Firefox.

- ¿Qué sucede cuando n tiende a infinito?

Que infinito se seca.

Horribles									",0
Deoxys,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4766,"
										
  ¿Qué le dice el 0 al 3?
									",0
Hipster,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4767,"
										sabeaquelquediu

Entra un hombre a un bar y pide una gamba y un vaso de leche. El camarero, extrañado ante tan insólito cliente, le sirve la gamba y el vaso de leche. El cliente coge  y pela la gamba, entonces la moja en el vaso de leche y se la come.

El camarero anonadado se acerca al hombre:

- Perdone caballero pero es la primera vez que veo algo semejante.

- Y la última, porque está de malo esto que no se hace usted idea.									",0
OneHanded,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4768,"
										- ¿Qué es esa mancha blanca que hay en el teclado?

- Yogur

- ¿Y cómo eres tan torpe de que se te haya caido?

- ¿No sabes lo difícil que es comer yogur mientras te masturbas?									",0
FelipeGM21,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4769,"
										porque necesita dracula una maquina de arar?

Para sembrar el miedo

Penoso, lo se									",0
Chuckfan,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4770,"
										Como se dice suegra en griego?
									",0
Eustakiooo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4711,"
										Esto va un loco de remate y gol... obviamente no me refiero a messi tirando penaltis									",0
N3mex,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4712,"
										Encuentra a Belen Esteban :-) :-) :-) :-) :-) :-) :-) :-) :~) :-) :-) :-) :-) :-) :-) :-) :-) :-)									",0
h3-l105,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4713,"
										
  :~)!!!!!!!!!!!!!									",0
kas,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4714,"
										Si Grecia no se hubiera pasado al euro, ahora podríamos decir que su realidad económica es un auténtico dracma.									",0
sperminator,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4715,"
										¿Cómo se dio cuenta pinocho que era de madera? 
									",0
0nLy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4716,"
										Mi ex y Punset se parecen. Los dos van diciendo a sus amigas:
									",0
Albertcases,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4717,"
										Miguel tu mujer ma dicho que estas echo un toro

por los musculos?

por los cuernos!!!									",0
Montonmaki,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4718,"
										El otro dia me contaron un chiste sobre el sida...

Menos mal que no lo pillé!!

Ba Dum tss									",0
ceplusplus,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4719,"
										Se abre el telon y salen dos numeros PI tirandose un pedo.

Titulo de la obra?
									",0
trobo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4720,"
										-Toc Toc! 

-Quién es? 

-Lostes! 

-Lostes? Qué lostes? 

-Los Testigos de Jehová, abre que ya sabemos que estas ahí!									",0
Montonmaki,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4721,"
										
  ¿Tu no conoceras a Tommy verdad?
									",0
Ladyzombitch,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4722,"
										Si le pego a Jose Tomas y a Marilyn Manson...

¿estoy dando hostias a diestro y siniestro?

P.D: Si esta repetido AJOderse Y AGUAntarse									",0
ertuti,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4725,"
										@Esto es uno que va a un tienda y dice:

- Hola, buenas, dame una brrrsssrss de pipas.

- Una blosa de qué??

@Esto es un pato que va a un bar de pinchos y se pincha, pincha....									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4726,"
										
  ostias esos son nuevos no? sobretodo el de la bolsa de pipas..
  XDDDDD YOU WIN									",0
ramaGZ,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4727,"
										
  No, el que es nuevo es el que contaron hace unas páginas, algo sobre un tío que entraba en el Telepizza con dos putas y...									",0
Arutha,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4728,"
										
  es mas bien you fail									",0
rAstiFTW,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4730,"
										No se si está repetido, no voy a leemer todo.

Como murió el hijo del capitán garfio?

pues de una colleja del padre									",0
Itachi_pi,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4731,"
										
  Si y creo que tenian hambre, pero no me acuerdo de como seguia...									",0
JoMa,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4732,"
										
  pues que al final hay una comica situacion ( con erotico resultado ) de confusion con el tamaño de las pizzas y las acompañantes del protagonista del chiste.									",0
Dr4st1k0,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4733,"
										
 

pero su padre no habia muerto de un picor de huevos o algo asi?									",0
rAstiFTW,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4734,"
										
  eso fue algo después parece xD!									",0
AkaiRyu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4736,"
										
  

... Había llegado el pregonero
  Para uno que se lo curra xD									",0
Montonmaki,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4737,"
										
  - Mamá Porqué Papá Mató Al Pregoneroooooooo

- Por La Misma Razón que Mató al Curaaaaaa									",0
Snorky,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4738,"
										
  

Abro paraguas para cuando vengan los amantes de los chistes de comida italiana y señoras que desempeñan la profesión más antigua del mundo a tirarme mierda.

:*****									",0
ludo90,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4739,"
										
  Menos mal que me contuve porque tambien había pensado en hacer algo así xD									",0
SnighT,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/158#4740,"
										
  JAJAJAJAJAJA que amo xDDD estoy llorando de la risa xDDD									",0
Albertcases,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2791,"
										mama los pedos pesan?

si ,hijo

pues entonces me e cagado

Quien invento la carne picada?
									",0
Gonchito,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2792,"
										
  Será que no pesan XD									",0
Arutha,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2793,"
										jajajaaj fail de 
 									",0
Albertcases,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2794,"
										de fail nada, la gracia es ponerlo mal XDDD (porque el chiste bien esta repetido)									",0
Inis,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2795,"
										-En esa posición pareces Hitler...

-Afeitate el coño y arreglado									",0
MrPeabody,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2796,"
										
  saliendo del aprieto!

goes goes goes!

Dos macarras van andando por la calle y se encuentran un ladrillo.

Dice uno al otro :

""Ahi va, tronco, una piedra preciosa!""

A lo que responde el otro:

""Pero tronnnnn, si es un ladrillo""",0
AkaiRyu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2797,"
										¿Qué hace un pato con una pata?

Cojear.									",0
Ethanh4nt,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2798,"
										- ""hey pedro como te va?""

- ""bien tio, q es de maria?

- ""Esta en casa con amigdalitis""

- ""joder esta maria siempre con griegos""									",0
columbus,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2799,"
										como se convierte a un negro en un blanco
									",0
Bosko_509,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2800,"
										
  jajjaja enorme!									",0
gonya707,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2801,"
										
 

Me ha recordado a este:

Están dos vascos hablando y le dice uno a otro:

-Oye Patxi, dónde anda tu hija?- De pronto patxi se queda abatido y responde:

-Nah... ahí anda... en casa con gonorrea.-El otro le pone la mano en la espalda y le dice:

-Bueno hombre... al menos es vasco.									",0
KyOshA,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2802,"
										

Llamada telefónica:

-Hola, está María?

-Si, pero está con 39 en la cama!

-No... si la que es puta, es puta!

(no sé si está repe ;$)									",0
Kenji-,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2803,"
										No sé si este lo han puesto ya....

¿Cuál es el nombre de la vasca más guarra de todo el País Vasco?
									",0
Bosko_509,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2804,"
										Hablando de vascos... ¿Como se dice agente inmoviliaro en euskera?

Aver txale									",0
Hades13,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2805,"
										
  En euskera no sé, pero en castellano es ""Inmo
iliario""									",0
Mandarino,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2806,"
										
  ja, ja, me parto..									",0
Snorky,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2807,"
										Vaya 
 te han hecho, 
  : (									",0
renegadecell,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2808,"
										A lo mejor se refiere a los que venden Inmoviles xDDD									",0
Syuk,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2809,"
										
  In-moviles? Móviles que no son móviles? XDDDD Puede que sea eso que crack XD									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/95#2821,"
										
  LOL AJJAJA

va uno de cosecha propia tambien ^^

se abre el telon y aparecen 4 tortillas con espadas, palos, nunchacos..

se cierra el telon, como se llama la pelicula?

xd									",0
chingafas,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/94#2810,"
										Telepizza que desea?

Madalenas... no te jode									",0
